GENE_ID	GENE_NAME	GENE_DESCRIPTION	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000081654.2	Gm5383	predicted gene 5383 	0	NA	NA	NA	NA	NA
ENSMUSG00000081658.2	Gm12077	predicted gene 12077 	0	NA	NA	NA	NA	NA
ENSMUSG00000081660.2	Gm11787	predicted gene 11787 	0	NA	NA	NA	NA	NA
ENSMUSG00000081661.2	Gm14450	predicted gene 14450 	0	NA	NA	NA	NA	NA
ENSMUSG00000081662.2	Gm14098	predicted gene 14098 	0	NA	NA	NA	NA	NA
ENSMUSG00000081663.2	Gm11207	predicted gene 11207 	0	NA	NA	NA	NA	NA
ENSMUSG00000081664.2	Gm15544	predicted gene 15544 	0	NA	NA	NA	NA	NA
ENSMUSG00000081666.2	Gm11677	predicted gene 11677 	0	NA	NA	NA	NA	NA
ENSMUSG00000081667.2	Gm12883	predicted gene 12883 	0	NA	NA	NA	NA	NA
ENSMUSG00000081668.3	Gm7869	predicted gene 7869 	0	NA	NA	NA	NA	NA
ENSMUSG00000081669.2	Npm3-ps1	nucleoplasmin 3, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081671.2	Gm13167	predicted gene 13167 	0	NA	NA	NA	NA	NA
ENSMUSG00000081672.2	Gm13000	predicted gene 13000 	0	NA	NA	NA	NA	NA
ENSMUSG00000081676.2	Gm11643	predicted gene 11643 	0	NA	NA	NA	NA	NA
ENSMUSG00000081677.2	Mdk-ps1	midkine pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081681.2	Gm14868	predicted gene 14868 	0	NA	NA	NA	NA	NA
ENSMUSG00000081684.5	Rps2-ps13	ribosomal protein S2, pseudogene 13 	0	NA	NA	NA	NA	NA
ENSMUSG00000081685.2	Gm12647	predicted gene 12647 	0	NA	NA	NA	NA	NA
ENSMUSG00000081686.2	Gm11774	predicted gene 11774 	0	NA	NA	NA	NA	NA
ENSMUSG00000081687.2	Gm13996	predicted gene 13996 	0	NA	NA	NA	NA	NA
ENSMUSG00000081688.2	Gm12499	predicted gene 12499 	0	NA	NA	NA	NA	NA
ENSMUSG00000081691.2	Gm11965	predicted gene 11965 	0	NA	NA	NA	NA	NA
ENSMUSG00000081693.3	Gm13297	predicted gene 13297 	0	NA	NA	NA	NA	NA
ENSMUSG00000081694.2	Olfr660-ps1	olfactory receptor 660, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081697.2	Gm14714	predicted gene 14714 	0	NA	NA	NA	NA	NA
ENSMUSG00000081698.2	Gm12329	predicted gene 12329 	0	NA	NA	NA	NA	NA
ENSMUSG00000081699.2	Gm15213	predicted gene 15213 	0	NA	NA	NA	NA	NA
ENSMUSG00000081701.2	Gm13890	predicted gene 13890 	0	NA	NA	NA	NA	NA
ENSMUSG00000081704.2	Gm14603	predicted gene 14603 	0	NA	NA	NA	NA	NA
ENSMUSG00000081707.2	Gm11343	predicted gene 11343 	0	NA	NA	NA	NA	NA
ENSMUSG00000081709.2	Gm15022	predicted gene 15022 	0	NA	NA	NA	NA	NA
ENSMUSG00000081713.2	Gm12170	predicted gene 12170 	0	NA	NA	NA	NA	NA
ENSMUSG00000081714.2	Gm12782	predicted gene 12782 	0	NA	NA	NA	NA	NA
ENSMUSG00000081716.2	Gm14839	predicted gene 14839 	0	NA	NA	NA	NA	NA
ENSMUSG00000081717.2	Vmn1r-ps106	vomeronasal 1 receptor, pseudogene 106 	0	NA	NA	NA	NA	NA
ENSMUSG00000081718.2	Gm8261	predicted gene 8261 	0	NA	NA	NA	NA	NA
ENSMUSG00000081719.2	Gm13726	predicted gene 13726 	0	NA	NA	NA	NA	NA
ENSMUSG00000081720.2	Gm12391	predicted gene 12391 	0	NA	NA	NA	NA	NA
ENSMUSG00000081722.2	Gm11763	predicted gene 11763 	0	NA	NA	NA	NA	NA
ENSMUSG00000081728.2	Gm14930	predicted gene 14930 	0	NA	NA	NA	NA	NA
ENSMUSG00000081734.2	Gm12740	predicted gene 12740 	0	NA	NA	NA	NA	NA
ENSMUSG00000081735.2	Gm14530	predicted gene 14530 	0	NA	NA	NA	NA	NA
ENSMUSG00000081736.2	Gm14971	predicted gene 14971 	0	NA	NA	NA	NA	NA
ENSMUSG00000081737.3	Olfr359-ps1	olfactory receptor 359, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081740.4	Gm14279	predicted gene 14279 	0	NA	NA	NA	NA	NA
ENSMUSG00000081741.2	Gm14106	predicted gene 14106 	0	NA	NA	NA	NA	NA
ENSMUSG00000081743.4	Gm4911	predicted pseudogene 4911 	0	NA	NA	NA	NA	NA
ENSMUSG00000081744.2	Gm5721	predicted gene 5721 	0	NA	NA	NA	NA	NA
ENSMUSG00000081746.3	Gm13925	predicted gene 13925 	0	NA	NA	NA	NA	NA
ENSMUSG00000081749.4	Gm12241	predicted gene 12241 	0	NA	NA	NA	NA	NA
ENSMUSG00000081750.4	Gm4995	predicted pseudogene 4995 	0	NA	NA	NA	NA	NA
ENSMUSG00000081755.2	Mup-ps23	major urinary protein, pseudogene 23 	0	NA	NA	NA	NA	NA
ENSMUSG00000081762.2	Gm13738	predicted gene 13738 	0	NA	NA	NA	NA	NA
ENSMUSG00000081765.2	Gm14677	predicted gene 14677 	0	NA	NA	NA	NA	NA
ENSMUSG00000081766.4	2210409E12Rik	RIKEN cDNA 2210409E12 gene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081768.3	Gm12755	predicted gene 12755 	0	NA	NA	NA	NA	NA
ENSMUSG00000081770.2	Rbpj-ps1	recombination signal binding protein for immunoglobulin kappa J region, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081772.2	Gm13131	predicted gene 13131 	0	NA	NA	NA	NA	NA
ENSMUSG00000081778.2	Gm6325	predicted gene 6325 	0	NA	NA	NA	NA	NA
ENSMUSG00000081781.2	Gm14753	predicted gene 14753 	0	NA	NA	NA	NA	NA
ENSMUSG00000081782.2	Gm15152	predicted gene 15152 	0	NA	NA	NA	NA	NA
ENSMUSG00000081784.2	Gm13281	predicted gene 13281 	0	NA	NA	NA	NA	NA
ENSMUSG00000081787.2	Gm13991	predicted gene 13991 	0	NA	NA	NA	NA	NA
ENSMUSG00000081788.3	Gm5898	predicted gene 5898 	0	NA	NA	NA	NA	NA
ENSMUSG00000081799.2	Gm14071	predicted gene 14071 	0	NA	NA	NA	NA	NA
ENSMUSG00000081803.2	Gm15282	predicted gene 15282 	0	NA	NA	NA	NA	NA
ENSMUSG00000081804.2	Xlr5d-ps	X-linked lymphocyte-regulated 5D, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081806.2	Gm14901	predicted gene 14901 	0	NA	NA	NA	NA	NA
ENSMUSG00000081812.2	Gm4789	predicted gene 4789 	0	NA	NA	NA	NA	NA
ENSMUSG00000081813.2	Gm12806	predicted gene 12806 	0	NA	NA	NA	NA	NA
ENSMUSG00000081814.2	Gm14695	predicted gene 14695 	0	NA	NA	NA	NA	NA
ENSMUSG00000081820.2	Gm12029	predicted gene 12029 	0	NA	NA	NA	NA	NA
ENSMUSG00000081821.2	Gm15158	predicted gene 15158 	0	NA	NA	NA	NA	NA
ENSMUSG00000081823.2	Cyp4a28-ps	cytochrome P450, family 4, subfamily a, polypeptide 28, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081824.6	Ndufs5-ps	NADH:ubiquinone oxidoreductase core subunit S5, pseudogene 	7.233442871	-6.282761304	3.38864974	-1.854060403	NA	NA
ENSMUSG00000081827.2	Gm15103	predicted gene 15103 	0	NA	NA	NA	NA	NA
ENSMUSG00000081830.2	Gm13475	predicted gene 13475 	0	NA	NA	NA	NA	NA
ENSMUSG00000081831.2	Gm7405	predicted gene 7405 	0	NA	NA	NA	NA	NA
ENSMUSG00000081836.4	Olfr1180	olfactory receptor 1180 	0	NA	NA	NA	NA	NA
ENSMUSG00000081837.2	Gm14649	predicted gene 14649 	0	NA	NA	NA	NA	NA
ENSMUSG00000081839.2	Gm13454	predicted gene 13454 	0	NA	NA	NA	NA	NA
ENSMUSG00000081840.2	Gm15220	predicted gene 15220 	0	NA	NA	NA	NA	NA
ENSMUSG00000081843.2	Gm7851	predicted gene 7851 	0	NA	NA	NA	NA	NA
ENSMUSG00000081844.2	Gm11241	predicted gene 11241 	0	NA	NA	NA	NA	NA
ENSMUSG00000081848.2	Gm14925	predicted gene 14925 	0	NA	NA	NA	NA	NA
ENSMUSG00000081853.2	Gm13735	predicted gene 13735 	0	NA	NA	NA	NA	NA
ENSMUSG00000081854.2	Gm11447	predicted gene 11447 	0	NA	NA	NA	NA	NA
ENSMUSG00000081856.2	Gm14580	predicted gene 14580 	0	NA	NA	NA	NA	NA
ENSMUSG00000081857.2	Gm13624	predicted gene 13624 	0	NA	NA	NA	NA	NA
ENSMUSG00000081858.2	Gm14514	predicted gene 14514 	0	NA	NA	NA	NA	NA
ENSMUSG00000081862.2	Gm12413	predicted gene 12413 	0	NA	NA	NA	NA	NA
ENSMUSG00000081863.2	Gm12780	predicted gene 12780 	0	NA	NA	NA	NA	NA
ENSMUSG00000081865.2	Gm15484	predicted gene 15484 	0	NA	NA	NA	NA	NA
ENSMUSG00000081866.2	Gm12401	predicted gene 12401 	0	NA	NA	NA	NA	NA
ENSMUSG00000081868.2	Gm12039	predicted gene 12039 	0	NA	NA	NA	NA	NA
ENSMUSG00000081870.2	Gm15141	predicted gene 15141 	0	NA	NA	NA	NA	NA
ENSMUSG00000081874.2	Gm14983	predicted gene 14983 	0	NA	NA	NA	NA	NA
ENSMUSG00000081876.2	Gm12644	predicted gene 12644 	0	NA	NA	NA	NA	NA
ENSMUSG00000081878.2	Gm13739	predicted gene 13739 	0	NA	NA	NA	NA	NA
ENSMUSG00000081879.2	Gm11933	predicted gene 11933 	0	NA	NA	NA	NA	NA
ENSMUSG00000081880.2	Gm5385	predicted gene 5385 	0	NA	NA	NA	NA	NA
ENSMUSG00000081882.2	Gm14294	predicted gene 14294 	0	NA	NA	NA	NA	NA
ENSMUSG00000081883.3	Gm15574	predicted gene 15574 	0	NA	NA	NA	NA	NA
ENSMUSG00000081884.2	Gm11821	predicted gene 11821 	0	NA	NA	NA	NA	NA
ENSMUSG00000081890.2	Gm11243	predicted gene 11243 	0	NA	NA	NA	NA	NA
ENSMUSG00000081891.2	Gm14660	predicted gene 14660 	0	NA	NA	NA	NA	NA
ENSMUSG00000081893.2	Gm13273	predicted gene 13273 	0	NA	NA	NA	NA	NA
ENSMUSG00000081897.2	Gm15067	predicted gene 15067 	0	NA	NA	NA	NA	NA
ENSMUSG00000081900.2	Gm14985	predicted gene 14985 	0	NA	NA	NA	NA	NA
ENSMUSG00000081901.2	Gm15357	predicted gene 15357 	0	NA	NA	NA	NA	NA
ENSMUSG00000081903.2	Gm11387	predicted gene 11387 	0	NA	NA	NA	NA	NA
ENSMUSG00000081904.3	Gm13419	predicted gene 13419 	0	NA	NA	NA	NA	NA
ENSMUSG00000081905.2	Gm11370	predicted gene 11370 	0	NA	NA	NA	NA	NA
ENSMUSG00000081907.2	Gm13731	predicted gene 13731 	0	NA	NA	NA	NA	NA
ENSMUSG00000081908.3	Olfr1147-ps1	olfactory receptor 1147, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081909.2	Gm11341	predicted gene 11341 	0	NA	NA	NA	NA	NA
ENSMUSG00000081910.2	Gm15986	predicted gene 15986 	0	NA	NA	NA	NA	NA
ENSMUSG00000081912.2	Vmn1r-ps127	vomeronasal 1 receptor, pseudogene 127 	0	NA	NA	NA	NA	NA
ENSMUSG00000081916.2	Gm12899	predicted gene 12899 	0	NA	NA	NA	NA	NA
ENSMUSG00000081917.2	Gm15209	predicted gene 15209 	0	NA	NA	NA	NA	NA
ENSMUSG00000081919.3	Gm12399	predicted gene 12399 	0	NA	NA	NA	NA	NA
ENSMUSG00000081920.3	Selenot-ps	selenoprotein T, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081921.2	Gm12858	predicted gene 12858 	0	NA	NA	NA	NA	NA
ENSMUSG00000081923.2	Gm9062	predicted gene 9062 	0	NA	NA	NA	NA	NA
ENSMUSG00000081926.2	Gm15536	predicted gene 15536 	0	NA	NA	NA	NA	NA
ENSMUSG00000081935.2	Gm16186	predicted gene 16186 	0	NA	NA	NA	NA	NA
ENSMUSG00000081936.2	Gm11244	predicted gene 11244 	0	NA	NA	NA	NA	NA
ENSMUSG00000081937.2	Gm14599	predicted gene 14599 	0	NA	NA	NA	NA	NA
ENSMUSG00000081938.2	Gm15039	predicted gene 15039 	0	NA	NA	NA	NA	NA
ENSMUSG00000081940.2	Xlr3e-ps	X-linked lymphocyte-regulated 3E, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081941.2	Gm11218	predicted gene 11218 	0	NA	NA	NA	NA	NA
ENSMUSG00000081943.2	Gm9078	predicted gene 9078 	0	NA	NA	NA	NA	NA
ENSMUSG00000081955.3	Olfr999-ps1	olfactory receptor 999, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081957.6	Ak3l2-ps	adenylate kinase 3-like 2, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081958.2	Gm11594	predicted gene 11594 	0	NA	NA	NA	NA	NA
ENSMUSG00000081959.2	Gm16480	predicted gene 16480 	0	NA	NA	NA	NA	NA
ENSMUSG00000081960.4	Mageb17-ps	MAGE family member B17, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000081961.2	Olfr383-ps1	olfactory receptor 383, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081962.2	Gm12773	predicted gene 12773 	0	NA	NA	NA	NA	NA
ENSMUSG00000081966.2	Gm13900	predicted gene 13900 	0	NA	NA	NA	NA	NA
ENSMUSG00000081969.2	Gm16471	predicted gene 16471 	0	NA	NA	NA	NA	NA
ENSMUSG00000081970.2	Gm16057	predicted gene 16057 	0	NA	NA	NA	NA	NA
ENSMUSG00000081973.2	Gm13600	predicted gene 13600 	0	NA	NA	NA	NA	NA
ENSMUSG00000081976.2	Gm14823	predicted gene 14823 	0	NA	NA	NA	NA	NA
ENSMUSG00000081978.2	Gm14895	predicted gene 14895 	0	NA	NA	NA	NA	NA
ENSMUSG00000081980.2	Gm13702	predicted gene 13702 	0	NA	NA	NA	NA	NA
ENSMUSG00000081982.6	Sult2a-ps2	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000081985.2	Gng2-ps1	guanine nucleotide binding protein (G protein), gamma 2 subunit, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000081986.2	Gm14841	predicted gene 14841 	0	NA	NA	NA	NA	NA
ENSMUSG00000081987.2	Gm12639	predicted gene 12639 	0	NA	NA	NA	NA	NA
ENSMUSG00000081993.2	Gm8475	predicted gene 8475 	0	NA	NA	NA	NA	NA
ENSMUSG00000081995.2	Gm11719	predicted gene 11719 	0	NA	NA	NA	NA	NA
ENSMUSG00000081996.2	Gm7153	predicted gene 7153 	0	NA	NA	NA	NA	NA
ENSMUSG00000082000.2	Gm12488	predicted gene 12488 	0	NA	NA	NA	NA	NA
ENSMUSG00000082002.2	Gm6568	predicted pseudogene 6568 	0	NA	NA	NA	NA	NA
ENSMUSG00000082006.2	Gm13649	predicted gene 13649 	0	NA	NA	NA	NA	NA
ENSMUSG00000082010.4	Olfr1171-ps1	olfactory receptor 1171, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000082011.2	Gm15043	predicted gene 15043 	0	NA	NA	NA	NA	NA
ENSMUSG00000082013.2	Gm13216	predicted gene 13216 	0	NA	NA	NA	NA	NA
ENSMUSG00000082014.3	Gm11371	predicted gene 11371 	0	NA	NA	NA	NA	NA
ENSMUSG00000082015.2	Gm13452	predicted gene 13452 	0	NA	NA	NA	NA	NA
ENSMUSG00000082016.4	Pgam1-ps2	phosphoglycerate mutase 1, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000082017.2	Gm11229	predicted gene 11229 	0	NA	NA	NA	NA	NA
ENSMUSG00000082019.2	Gm15231	predicted gene 15231 	0	NA	NA	NA	NA	NA
ENSMUSG00000082020.2	Gm14182	predicted gene 14182 	0	NA	NA	NA	NA	NA
ENSMUSG00000082021.2	Gm14991	predicted gene 14991 	0	NA	NA	NA	NA	NA
ENSMUSG00000082022.2	Gm12386	predicted gene 12386 	0	NA	NA	NA	NA	NA
ENSMUSG00000082024.2	Gm11794	predicted gene 11794 	0	NA	NA	NA	NA	NA
ENSMUSG00000082025.2	Gm14359	predicted gene 14359 	0	NA	NA	NA	NA	NA
ENSMUSG00000082027.2	Gm11416	predicted gene 11416 	0	NA	NA	NA	NA	NA
ENSMUSG00000082028.2	Gm1826	predicted gene 1826 	0	NA	NA	NA	NA	NA
ENSMUSG00000082029.2	H3f3c	H3 histone, family 3C 	0	NA	NA	NA	NA	NA
ENSMUSG00000082032.2	Gm12271	predicted gene 12271 	0	NA	NA	NA	NA	NA
ENSMUSG00000082033.4	Mageb10-ps	MAGE family member B10, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000082035.2	Rpl17-ps8	ribosomal protein L17, pseudogene 8 	11.36069474	-21.47411291	3.386732718	-6.340657707	NA	NA
ENSMUSG00000082037.2	Vmn1r-ps116	vomeronasal 1 receptor, pseudogene 116 	0	NA	NA	NA	NA	NA
ENSMUSG00000082044.2	Snrpert	small nuclear ribonucleoprotein E, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000082046.2	Gm14464	predicted gene 14464 	0	NA	NA	NA	NA	NA
ENSMUSG00000082047.2	Gm12948	predicted gene 12948 	0	NA	NA	NA	NA	NA
ENSMUSG00000082048.2	Gm11481	predicted gene 11481 	0	NA	NA	NA	NA	NA
ENSMUSG00000082053.2	Gm11220	predicted gene 11220 	0	NA	NA	NA	NA	NA
ENSMUSG00000082056.2	Gm13745	predicted gene 13745 	0	NA	NA	NA	NA	NA
ENSMUSG00000082058.2	Gm11923	predicted gene 11923 	0	NA	NA	NA	NA	NA
ENSMUSG00000082059.2	Gm15183	predicted gene 15183 	0	NA	NA	NA	NA	NA
ENSMUSG00000082060.2	Gm15048	predicted gene 15048 	0	NA	NA	NA	NA	NA
ENSMUSG00000082064.4	Rpl5-ps2	ribisomal protein L5, pseudogene 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000082065.2	Mup-ps14	major urinary protein, pseudogene 14 	0	NA	NA	NA	NA	NA
ENSMUSG00000082069.3	Gm16242	predicted gene 16242 	0	NA	NA	NA	NA	NA
ENSMUSG00000082070.2	Gm1866	predicted gene 1866 	0	NA	NA	NA	NA	NA
ENSMUSG00000082071.2	Pramex2	PRAME like, X-linked 2 	0	NA	NA	NA	NA	NA
ENSMUSG00000082073.2	Gm13114	predicted gene 13114 	0	NA	NA	NA	NA	NA
ENSMUSG00000082077.2	Olfr260-ps1	olfactory receptor 260, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000082080.4	Gm9246	predicted gene 9246 	0	NA	NA	NA	NA	NA
ENSMUSG00000082081.2	Gm14358	predicted gene 14358 	0	NA	NA	NA	NA	NA
ENSMUSG00000082083.3	Gm14728	predicted gene 14728 	0	NA	NA	NA	NA	NA
ENSMUSG00000082084.2	Usp17le-ps	ubiquitin specific peptidase 17-like E, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000082087.5	Gm12138	predicted gene 12138 	0	NA	NA	NA	NA	NA
ENSMUSG00000082089.2	Gm12431	predicted gene 12431 	0	NA	NA	NA	NA	NA
ENSMUSG00000082091.2	Gm13922	predicted gene 13922 	0	NA	NA	NA	NA	NA
ENSMUSG00000082092.2	Gm14665	predicted gene 14665 	0	NA	NA	NA	NA	NA
ENSMUSG00000082096.2	Gm13505	predicted gene 13505 	0	NA	NA	NA	NA	NA
ENSMUSG00000082097.2	Gm14039	predicted gene 14039 	0	NA	NA	NA	NA	NA
ENSMUSG00000082098.2	Gm15377	predicted gene 15377 	0	NA	NA	NA	NA	NA
ENSMUSG00000082110.2	Gm11196	predicted gene 11196 	0	NA	NA	NA	NA	NA
ENSMUSG00000082111.2	Gm12479	predicted gene 12479 	0	NA	NA	NA	NA	NA
ENSMUSG00000082113.2	Gm13915	predicted gene 13915 	0	NA	NA	NA	NA	NA
ENSMUSG00000082116.2	Gm12188	predicted gene 12188 	0	NA	NA	NA	NA	NA
ENSMUSG00000082119.2	Cyp2j14-ps	cytochrome P450, family 2, subfamily j, member 14, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000082122.2	Gm11809	predicted gene 11809 	0	NA	NA	NA	NA	NA
ENSMUSG00000082123.2	Gm16149	predicted gene 16149 	0	NA	NA	NA	NA	NA
ENSMUSG00000082127.3	Gm13577	predicted gene 13577 	0	NA	NA	NA	NA	NA
ENSMUSG00000082129.2	Gm14502	predicted gene 14502 	0	NA	NA	NA	NA	NA
ENSMUSG00000082132.2	Gm13541	predicted gene 13541 	0	NA	NA	NA	NA	NA
ENSMUSG00000082134.2	Gm15236	predicted gene 15236 	0	NA	NA	NA	NA	NA
ENSMUSG00000082135.2	Gm14988	predicted gene 14988 	0	NA	NA	NA	NA	NA
ENSMUSG00000082138.2	Gm11905	predicted gene 11905 	0	NA	NA	NA	NA	NA
ENSMUSG00000082141.2	Gm11212	predicted gene 11212 	0	NA	NA	NA	NA	NA
ENSMUSG00000082142.2	Gm13518	predicted gene 13518 	0	NA	NA	NA	NA	NA
ENSMUSG00000082144.2	Gm12788	predicted gene 12788 	0	NA	NA	NA	NA	NA
ENSMUSG00000082146.2	Rpl23a-ps13	ribosomal protein L23A, pseudogene 13 	0	NA	NA	NA	NA	NA
ENSMUSG00000082147.2	Gm14570	predicted gene 14570 	0	NA	NA	NA	NA	NA
ENSMUSG00000082152.2	Gm13655	predicted gene 13655 	0	NA	NA	NA	NA	NA
ENSMUSG00000082156.2	Gm12008	predicted gene 12008 	0	NA	NA	NA	NA	NA
ENSMUSG00000082157.2	Gm12038	predicted gene 12038 	0	NA	NA	NA	NA	NA
ENSMUSG00000082158.2	Gm14116	predicted gene 14116 	0	NA	NA	NA	NA	NA
ENSMUSG00000082159.3	Gm7910	predicted gene 7910 	0	NA	NA	NA	NA	NA
ENSMUSG00000082161.2	Gm11350	predicted gene 11350 	0	NA	NA	NA	NA	NA
ENSMUSG00000082162.2	Gm14701	predicted gene 14701 	0	NA	NA	NA	NA	NA
ENSMUSG00000082167.2	Gm14360	predicted gene 14360 	0	NA	NA	NA	NA	NA
ENSMUSG00000082168.2	Gm14656	predicted gene 14656 	0	NA	NA	NA	NA	NA
ENSMUSG00000082170.2	Gm8617	predicted gene 8617 	0	NA	NA	NA	NA	NA
ENSMUSG00000082172.2	Gm14835	predicted gene 14835 	0	NA	NA	NA	NA	NA
ENSMUSG00000082173.2	Mup-ps10	major urinary protein, pseudogene 10 	0	NA	NA	NA	NA	NA
ENSMUSG00000082174.2	Gm14877	predicted gene 14877 	0	NA	NA	NA	NA	NA
ENSMUSG00000082181.2	Gm12252	predicted gene 12252 	0	NA	NA	NA	NA	NA
ENSMUSG00000082183.2	Gm15994	predicted gene 15994 	0	NA	NA	NA	NA	NA
ENSMUSG00000082188.2	Gm2768	predicted gene 2768 	0	NA	NA	NA	NA	NA
ENSMUSG00000082191.2	Gm5166	predicted pseudogene 5166 	0	NA	NA	NA	NA	NA
ENSMUSG00000082192.3	Gm14719	predicted gene 14719 	0	NA	NA	NA	NA	NA
ENSMUSG00000082194.4	Gm12444	predicted gene 12444 	0	NA	NA	NA	NA	NA
ENSMUSG00000082195.4	Gm13034	predicted gene 13034 	0	NA	NA	NA	NA	NA
ENSMUSG00000082197.2	Gm8577	predicted gene 8577 	0	NA	NA	NA	NA	NA
ENSMUSG00000082199.2	Gm15763	predicted gene 15763 	0	NA	NA	NA	NA	NA
ENSMUSG00000082203.2	Gm15636	predicted gene 15636 	0	NA	NA	NA	NA	NA
ENSMUSG00000082205.2	Gm7058	predicted gene 7058 	0	NA	NA	NA	NA	NA
ENSMUSG00000082207.2	Gm12998	predicted gene 12998 	0	NA	NA	NA	NA	NA
ENSMUSG00000082211.4	Defa27	defensin, alpha, 27 	0	NA	NA	NA	NA	NA
ENSMUSG00000082213.2	Gm12102	predicted gene 12102 	0	NA	NA	NA	NA	NA
ENSMUSG00000082217.2	Gm1401	predicted gene 1401 	0	NA	NA	NA	NA	NA
ENSMUSG00000082218.2	Gm13602	predicted gene 13602 	0	NA	NA	NA	NA	NA
ENSMUSG00000082220.4	Gm12943	predicted gene 12943 	0	NA	NA	NA	NA	NA
ENSMUSG00000082222.2	Gm14865	predicted gene 14865 	0	NA	NA	NA	NA	NA
ENSMUSG00000082223.2	Gm15079	predicted gene 15079 	0	NA	NA	NA	NA	NA
ENSMUSG00000082225.2	Gm13728	predicted gene 13728 	0	NA	NA	NA	NA	NA
ENSMUSG00000082227.5	Olfr1144-ps1	olfactory receptor 1144, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000082228.2	Gm8344	predicted gene 8344 	0	NA	NA	NA	NA	NA
ENSMUSG00000082236.2	Gm11355	predicted gene 11355 	0	NA	NA	NA	NA	NA
ENSMUSG00000082237.3	Olfr1172-ps1	olfactory receptor 1172, pseudogene 1 	0	NA	NA	NA	NA	NA
ENSMUSG00000082238.2	Gm12383	predicted gene 12383 	0	NA	NA	NA	NA	NA
ENSMUSG00000082241.5	Gng5-ps	G protein subunit gamma 5, pseudogene 	0	NA	NA	NA	NA	NA
ENSMUSG00000082242.2	Gm12443	predicted gene 12443 	0	NA	NA	NA	NA	NA
ENSMUSG00000082245.2	Gm6292	predicted gene 6292 	0	NA	NA	NA	NA	NA
ENSMUSG00000082249.2	Gm12997	predicted gene 12997 	0	NA	NA	NA	NA	NA
ENSMUSG00000082250.2	Gm12181	predicted gene 12181 	0	NA	NA	NA	NA	NA
ENSMUSG00000082251.2	Gm13438	predicted gene 13438 	0	NA	NA	NA	NA	NA
ENSMUSG00000082252.2	Gm11204	predicted gene 11204 	0	NA	NA	NA	NA	NA
ENSMUSG00000082253.4	Gm14639	predicted gene 14639 	0	NA	NA	NA	NA	NA
ENSMUSG00000082256.2	Gm12287	predicted gene 12287 	0	NA	NA	NA	NA	NA
ENSMUSG00000082259.2	Gm13808	predicted gene 13808 	0	NA	NA	NA	NA	NA
ENSMUSG00000082260.4	Gm7429	predicted pseudogene 7429 	0	NA	NA	NA	NA	NA
ENSMUSG00000082261.2	Gm14999	predicted gene 14999 	0	NA	NA	NA	NA	NA
ENSMUSG00000082262.2	Gm14730	predicted gene 14730 	0	NA	NA	NA	NA	NA
ENSMUSG00000082263.2	Gm11188	predicted gene 11188 	0	NA	NA	NA	NA	NA
ENSMUSG00000082266.2	Gm12303	predicted gene 12303 	0	NA	NA	NA	NA	NA
ENSMUSG00000082267.2	Gm12467	predicted gene 12467 	0	NA	NA	NA	NA	NA
ENSMUSG00000082268.2	Vmn1r-ps120	vomeronasal 1 receptor, pseudogene 120 	0	NA	NA	NA	NA	NA
ENSMUSG00000082269.2	Gm14676	predicted gene 14676 	0	NA	NA	NA	NA	NA
ENSMUSG00000082270.2	Gm14375	predicted gene 14375 	0	NA	NA	NA	NA	NA
ENSMUSG00000082271.2	Gm12217	predicted gene 12217 	0	NA	NA	NA	NA	NA
ENSMUSG00000082275.2	Gm14854	predicted gene 14854 	0	NA	NA	NA	NA	NA
ENSMUSG00000082278.2	Gm13471	predicted gene 13471 	0	NA	NA	NA	NA	NA
ENSMUSG00000082281.2	Gm4886	predicted gene 4886 	0	NA	NA	NA	NA	NA
