GENE_ID	GENE_NAME	GENE_DESCRIPTION	EXPR WT O T3	baseMean	log2FoldChange	lfcSE	stat	FC	pvalue	padj
ENSMUSG00000045589	Frrs1l	ferric-chelate reductase 1 like 	2	9724.17	-0.01	0.07	-0.14	0.99	0.8853	0.97992
ENSMUSG00000050029	Rap2c	RAP2C, member of RAS oncogene family 	2	1048.86	-0.01	0.1	-0.14	0.99	0.8856	0.98008
ENSMUSG00000034947	Tmem106a	transmembrane protein 106A 	2	46.58	-0.04	0.29	-0.14	0.97	0.8857	0.98013
ENSMUSG00000015980	Lrrc27	leucine rich repeat containing 27 	2	206.9	0.03	0.2	0.14	1.02	0.88617	0.98013
ENSMUSG00000113388	Gm48111	predicted gene, 48111 	2	196.64	-0.2	1.43	-0.14	0.87	0.88623	0.98013
ENSMUSG00000034110	Kctd7	potassium channel tetramerisation domain containing 7 	2	548.27	-0.02	0.12	-0.14	0.99	0.88614	0.98013
ENSMUSG00000045312	Lhfpl2	lipoma HMGIC fusion partner-like 2 	2	566.76	-0.02	0.17	-0.14	0.98	0.88615	0.98013
ENSMUSG00000016252	Atp5e	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit 	2	2101.59	-0.01	0.07	-0.14	0.99	0.8863	0.98013
ENSMUSG00000028444	Cntfr	ciliary neurotrophic factor receptor 	2	2567.08	0.01	0.07	0.14	1.01	0.88618	0.98013
ENSMUSG00000028854	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1 	2	3450.05	-0.01	0.07	-0.14	0.99	0.88615	0.98013
ENSMUSG00000030410	Dmwd	dystrophia myotonica-containing WD repeat motif 	2	4487.67	-0.01	0.06	-0.14	0.99	0.88592	0.98013
ENSMUSG00000011751	Sptbn4	spectrin beta, non-erythrocytic 4 	2	9502.19	0.01	0.07	0.14	1.01	0.88583	0.98013
ENSMUSG00000020390	Ube2b	ubiquitin-conjugating enzyme E2B 	2	5284.99	0.01	0.07	0.14	1.01	0.88644	0.98022
ENSMUSG00000024583	Txnl1	thioredoxin-like 1 	2	1979.49	0.01	0.07	0.14	1.01	0.88659	0.98032
ENSMUSG00000026199	Ankzf1	ankyrin repeat and zinc finger domain containing 1 	2	1393.65	-0.01	0.05	-0.14	0.99	0.88673	0.98041
ENSMUSG00000042677	Zc3h12a	zinc finger CCCH type containing 12A 	2	61.72	-0.04	0.31	-0.14	0.97	0.88681	0.98043
ENSMUSG00000050605	Zfp61	zinc finger protein 61 	2	592.3	0.01	0.09	0.14	1.01	0.88687	0.98043
ENSMUSG00000028910	Mecr	mitochondrial trans-2-enoyl-CoA reductase 	2	526.68	0.01	0.09	0.14	1.01	0.88707	0.98045
ENSMUSG00000042729	Wdr74	WD repeat domain 74 	2	746.3	-0.01	0.08	-0.14	0.99	0.88703	0.98045
ENSMUSG00000068917	Clk2	CDC-like kinase 2 	2	1436.08	0.01	0.1	0.14	1.01	0.88706	0.98045
ENSMUSG00000028788	Ptp4a2	protein tyrosine phosphatase 4a2 	2	5336.81	-0.01	0.09	-0.14	0.99	0.88715	0.98047
ENSMUSG00000027651	Rprd1b	regulation of nuclear pre-mRNA domain containing 1B 	2	1162.8	0.01	0.1	0.14	1.01	0.88722	0.98048
ENSMUSG00000047330	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4 	2	31.25	-0.05	0.36	-0.14	0.97	0.8877	0.98064
ENSMUSG00000029847	Slc23a4	solute carrier family 23 member 4 	2	33.18	0.04	0.28	0.14	1.03	0.88753	0.98064
ENSMUSG00000030148	Clec4a2	C-type lectin domain family 4, member a2 	2	35.95	-0.07	0.47	-0.14	0.96	0.88766	0.98064
ENSMUSG00000112237	D630033A02Rik	RIKEN cDNA D630033A02 gene 	2	37.59	-0.04	0.3	-0.14	0.97	0.88752	0.98064
ENSMUSG00000033323	Ctdp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 	2	539.53	-0.01	0.1	-0.14	0.99	0.88772	0.98064
ENSMUSG00000026792	Lrsam1	leucine rich repeat and sterile alpha motif containing 1 	2	1162.95	0.02	0.16	0.14	1.02	0.88781	0.98064
ENSMUSG00000033257	Ttll4	tubulin tyrosine ligase-like family, member 4 	2	1570.5	0.02	0.11	0.14	1.01	0.88784	0.98064
ENSMUSG00000116244	Gm49461	predicted gene, 49461 	2	20.78	-0.07	0.49	-0.14	0.95	0.88873	0.98072
ENSMUSG00000102018	Iqank1	IQ motif and ankyrin repeat containing 1 	2	38.62	-0.05	0.36	-0.14	0.97	0.88898	0.98072
ENSMUSG00000061039	Olfr920	olfactory receptor 920 	2	66.01	0.04	0.26	0.14	1.03	0.8887	0.98072
ENSMUSG00000026525	Opn3	opsin 3 	2	114.82	-0.03	0.22	-0.14	0.98	0.88826	0.98072
ENSMUSG00000033356	Pus7l	pseudouridylate synthase 7-like 	2	149.09	-0.04	0.29	-0.14	0.97	0.88882	0.98072
ENSMUSG00000055632	Hmcn2	hemicentin 2 	2	197.38	0.05	0.33	0.14	1.03	0.88904	0.98072
ENSMUSG00000019792	Trmt11	tRNA methyltransferase 11 	2	231.23	0.02	0.17	0.14	1.02	0.88901	0.98072
ENSMUSG00000058571	Gpc6	glypican 6 	2	306.52	-0.02	0.17	-0.14	0.98	0.88846	0.98072
ENSMUSG00000111928	Gm48082	predicted gene, 48082 	2	424.4	0.02	0.15	0.14	1.02	0.88905	0.98072
ENSMUSG00000020614	Fam20a	FAM20A, golgi associated secretory pathway pseudokinase 	2	449.32	0.02	0.17	0.14	1.02	0.88894	0.98072
ENSMUSG00000078350	Smim1	small integral membrane protein 1 	2	490.35	-0.01	0.09	-0.14	0.99	0.88825	0.98072
ENSMUSG00000034430	Zxdc	ZXD family zinc finger C 	2	932.5	-0.01	0.09	-0.14	0.99	0.88814	0.98072
ENSMUSG00000049800	Sertad2	SERTA domain containing 2 	2	1399.13	-0.01	0.08	-0.14	0.99	0.88895	0.98072
ENSMUSG00000036800	Fam135b	family with sequence similarity 135, member B 	2	2924.4	-0.02	0.17	-0.14	0.98	0.88865	0.98072
ENSMUSG00000028645	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1 	2	3142.17	-0.01	0.08	-0.14	0.99	0.8888	0.98072
ENSMUSG00000037712	Fermt2	fermitin family member 2 	2	3360.2	0.01	0.1	0.14	1.01	0.88887	0.98072
ENSMUSG00000067336	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	2	6845.15	0.01	0.07	0.14	1.01	0.88827	0.98072
ENSMUSG00000031840	Rab3a	RAB3A, member RAS oncogene family 	2	10780.76	-0.01	0.05	-0.14	0.99	0.88823	0.98072
ENSMUSG00000024965	Fermt3	fermitin family member 3 	2	195.97	-0.02	0.13	-0.14	0.99	0.88913	0.98073
ENSMUSG00000037674	Rfx7	regulatory factor X, 7 	2	2067.15	-0.01	0.05	-0.14	1	0.88918	0.98073
ENSMUSG00000021260	Hhipl1	hedgehog interacting protein-like 1 	2	394.14	0.02	0.11	0.14	1.01	0.88931	0.98077
ENSMUSG00000020905	Usp43	ubiquitin specific peptidase 43 	2	37.84	-0.05	0.36	-0.14	0.97	0.88946	0.98085
ENSMUSG00000051246	Msantd1	Myb/SANT-like DNA-binding domain containing 1 	2	163.95	0.05	0.37	0.14	1.04	0.8896	0.98094
ENSMUSG00000018983	E2f2	E2F transcription factor 2 	2	35.64	0.06	0.46	0.14	1.04	0.8903	0.981
ENSMUSG00000035860	Cdhr3	cadherin-related family member 3 	2	125.04	-0.03	0.23	-0.14	0.98	0.88981	0.981
ENSMUSG00000045867	Cradd	CASP2 and RIPK1 domain containing adaptor with death domain 	2	262.62	-0.02	0.15	-0.14	0.99	0.89024	0.981
ENSMUSG00000039239	Tgfb2	transforming growth factor, beta 2 	2	397.45	0.04	0.3	0.14	1.03	0.89044	0.981
ENSMUSG00000116953	9030025P20Rik	RIKEN cDNA 9030025P20 gene 	2	520.68	0.02	0.12	0.14	1.01	0.89008	0.981
ENSMUSG00000042178	Armc5	armadillo repeat containing 5 	2	530.77	0.02	0.18	0.14	1.02	0.88988	0.981
ENSMUSG00000025648	Pfkfb4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 	2	538.37	-0.02	0.13	-0.14	0.99	0.89016	0.981
ENSMUSG00000020621	Rdh14	retinol dehydrogenase 14 (all-trans and 9-cis) 	2	750.02	0.01	0.07	0.14	1.01	0.89036	0.981
ENSMUSG00000027285	Haus2	HAUS augmin-like complex, subunit 2 	2	963.96	-0.01	0.08	-0.14	0.99	0.89044	0.981
ENSMUSG00000030522	Mtmr10	myotubularin related protein 10 	2	1040.49	0.01	0.09	0.14	1.01	0.88994	0.981
ENSMUSG00000033319	Fem1c	fem 1 homolog c 	2	1540.9	-0.01	0.07	-0.14	0.99	0.89031	0.981
ENSMUSG00000034312	Iqsec1	IQ motif and Sec7 domain 1 	2	10278.56	-0.01	0.08	-0.14	0.99	0.89034	0.981
ENSMUSG00000020859	Spag9	sperm associated antigen 9 	2	16876.56	0.01	0.05	0.14	1	0.89005	0.981
ENSMUSG00000037321	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) 	2	132.69	-0.04	0.31	-0.14	0.97	0.89068	0.98106
ENSMUSG00000024542	Cep192	centrosomal protein 192 	2	628.45	0.01	0.08	0.14	1.01	0.89074	0.98106
ENSMUSG00000025477	Inpp5a	inositol polyphosphate-5-phosphatase A 	2	2423.6	0.01	0.08	0.14	1.01	0.89065	0.98106
ENSMUSG00000041870	Ankrd13a	ankyrin repeat domain 13a 	2	3128.03	-0.02	0.12	-0.14	0.99	0.8907	0.98106
ENSMUSG00000025993	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1 	2	492.77	0.03	0.2	0.14	1.02	0.89093	0.98121
ENSMUSG00000022687	Boc	biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein 	2	172.8	-0.02	0.15	-0.14	0.99	0.89109	0.98124
ENSMUSG00000021765	Fst	follistatin 	2	258.09	0.03	0.23	0.14	1.02	0.89107	0.98124
ENSMUSG00000022216	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) 	2	685.3	-0.02	0.15	-0.14	0.99	0.89131	0.98124
ENSMUSG00000003135	Cnot11	CCR4-NOT transcription complex, subunit 11 	2	951.6	-0.01	0.1	-0.14	0.99	0.89127	0.98124
ENSMUSG00000006498	Ptbp1	polypyrimidine tract binding protein 1 	2	1438.52	-0.01	0.08	-0.14	0.99	0.89122	0.98124
ENSMUSG00000070923	Klhl9	kelch-like 9 	2	4100.69	-0.01	0.05	-0.14	1	0.8912	0.98124
ENSMUSG00000010376	Nedd8	neural precursor cell expressed, developmentally down-regulated gene 8 	2	1794.61	0.01	0.07	0.14	1.01	0.89149	0.9813
ENSMUSG00000034021	Pds5b	PDS5 cohesin associated factor B 	2	5098.2	-0.01	0.07	-0.14	0.99	0.89146	0.9813
ENSMUSG00000094018	S100a2	S100 calcium binding protein A2 	2	21.45	0.11	0.79	0.14	1.08	0.89173	0.98132
ENSMUSG00000067369	Trmt2b	TRM2 tRNA methyltransferase 2B 	2	663.81	-0.02	0.11	-0.14	0.99	0.8918	0.98132
ENSMUSG00000058013	Septin11	septin 11 	2	6217.37	0.02	0.12	0.14	1.01	0.89178	0.98132
ENSMUSG00000029442	Wdr66	WD repeat domain 66 	2	186.54	0.02	0.18	0.14	1.02	0.89234	0.9815
ENSMUSG00000025521	Tmem192	transmembrane protein 192 	2	529.34	-0.01	0.09	-0.14	0.99	0.89224	0.9815
ENSMUSG00000001288	Rarg	retinoic acid receptor, gamma 	2	804	0.03	0.24	0.14	1.02	0.89249	0.9815
ENSMUSG00000039130	Zc3hc1	zinc finger, C3HC type 1 	2	803.15	-0.01	0.09	-0.14	0.99	0.89228	0.9815
ENSMUSG00000033166	Dis3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease 	2	816.66	0.01	0.09	0.14	1.01	0.89251	0.9815
ENSMUSG00000040972	Igsf21	immunoglobulin superfamily, member 21 	2	834.06	-0.02	0.16	-0.14	0.98	0.89249	0.9815
ENSMUSG00000020515	Cnot8	CCR4-NOT transcription complex, subunit 8 	2	1732.2	0.01	0.07	0.14	1.01	0.89241	0.9815
ENSMUSG00000019861	Gopc	golgi associated PDZ and coiled-coil motif containing 	2	2076.84	-0.01	0.05	-0.14	1	0.89244	0.9815
ENSMUSG00000034707	Gns	glucosamine (N-acetyl)-6-sulfatase 	2	3185.44	0.02	0.12	0.14	1.01	0.89212	0.9815
ENSMUSG00000032218	Ccnb2	cyclin B2 	2	43.45	-0.04	0.32	-0.13	0.97	0.89307	0.98155
ENSMUSG00000079610	Ankrd39	ankyrin repeat domain 39 	2	278.05	0.03	0.19	0.13	1.02	0.89277	0.98155
ENSMUSG00000069939	Gm12070	predicted gene 12070 	2	278.62	-0.03	0.23	-0.13	0.98	0.89285	0.98155
ENSMUSG00000003872	Lin7b	lin-7 homolog B (C. elegans) 	2	1246.93	-0.01	0.11	-0.13	0.99	0.89279	0.98155
ENSMUSG00000053774	Ubxn7	UBX domain protein 7 	2	1765.87	0.01	0.08	0.13	1.01	0.89309	0.98155
ENSMUSG00000019254	Ppp1r12c	protein phosphatase 1, regulatory subunit 12C 	2	5768.1	-0.01	0.08	-0.13	0.99	0.89308	0.98155
ENSMUSG00000006373	Pgrmc1	progesterone receptor membrane component 1 	2	7409.96	-0.01	0.09	-0.13	0.99	0.89298	0.98155
ENSMUSG00000004267	Eno2	enolase 2, gamma neuronal 	2	35719.49	0	0.04	-0.13	1	0.89297	0.98155
ENSMUSG00000030254	Rad18	RAD18 E3 ubiquitin protein ligase 	2	161.09	-0.03	0.2	-0.13	0.98	0.8934	0.98177
ENSMUSG00000052917	Senp7	SUMO1/sentrin specific peptidase 7 	2	1752.48	-0.01	0.06	-0.13	0.99	0.89346	0.98177
ENSMUSG00000033671	Cep350	centrosomal protein 350 	2	3252.81	0.01	0.1	0.13	1.01	0.89347	0.98177
ENSMUSG00000093909	Gm3883	predicted gene 3883 	2	877.62	0.02	0.18	0.13	1.02	0.89372	0.98198
ENSMUSG00000053289	Ddx10	DEAD box helicase 10 	2	678.48	-0.01	0.09	-0.13	0.99	0.8939	0.98211
ENSMUSG00000117357	0	translocase of outer mitochondrial membrane 20 (Tomm20) pseudogene	2	53.88	0.04	0.28	0.13	1.03	0.89403	0.98216
ENSMUSG00000111692	Gm49373	predicted gene, 49373 	2	53.3	-0.04	0.3	-0.13	0.97	0.89423	0.98228
ENSMUSG00000023033	Scn8a	sodium channel, voltage-gated, type VIII, alpha 	2	14719.34	0.02	0.13	0.13	1.01	0.89444	0.98244
ENSMUSG00000061878	Sphk1	sphingosine kinase 1 	2	20.67	0.05	0.42	0.12	1.04	0.90236	0.98252
ENSMUSG00000030972	Acsm5	acyl-CoA synthetase medium-chain family member 5 	2	21.39	-0.05	0.38	-0.13	0.97	0.89697	0.98252
ENSMUSG00000047143	Dmrta2	doublesex and mab-3 related transcription factor like family A2 	2	23.28	0.06	0.45	0.13	1.04	0.89827	0.98252
ENSMUSG00000105832	Gm43841	predicted gene 43841 	2	23.16	0.04	0.35	0.12	1.03	0.90104	0.98252
ENSMUSG00000056921	Olfr394	olfactory receptor 394 	2	23.85	0.05	0.4	0.12	1.04	0.90164	0.98252
ENSMUSG00000043310	Olfr571	olfactory receptor 571 	2	23.14	-0.05	0.41	-0.13	0.96	0.89916	0.98252
ENSMUSG00000045929	Gm20715	predicted gene 20715 	2	29.07	0.06	0.5	0.13	1.05	0.89756	0.98252
ENSMUSG00000064023	Klk8	kallikrein related-peptidase 8 	2	29.19	0.06	0.45	0.12	1.04	0.9014	0.98252
ENSMUSG00000093901	Olfr893	olfactory receptor 893 	2	30	0.04	0.31	0.13	1.03	0.89861	0.98252
ENSMUSG00000050534	Htr5b	5-hydroxytryptamine (serotonin) receptor 5B 	2	30.09	-0.05	0.38	-0.13	0.97	0.90007	0.98252
ENSMUSG00000019865	Nmbr	neuromedin B receptor 	2	31.45	-0.04	0.32	-0.13	0.97	0.89956	0.98252
ENSMUSG00000109929	Gm45268	predicted gene 45268 	2	32.65	-0.04	0.29	-0.12	0.98	0.90172	0.98252
ENSMUSG00000045004	Spata21	spermatogenesis associated 21 	2	34.87	0.04	0.33	0.13	1.03	0.8961	0.98252
ENSMUSG00000037759	Ptger2	prostaglandin E receptor 2 (subtype EP2) 	2	39.43	0.05	0.37	0.13	1.03	0.89488	0.98252
ENSMUSG00000025213	Kazald1	Kazal-type serine peptidase inhibitor domain 1 	2	44.87	0.03	0.26	0.13	1.02	0.89688	0.98252
ENSMUSG00000098132	Rassf10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10 	2	50.96	0.04	0.28	0.12	1.02	0.90068	0.98252
ENSMUSG00000053182	Gm609	predicted gene 609 	2	52.16	0.03	0.25	0.12	1.02	0.9007	0.98252
ENSMUSG00000058159	T2	brachyury 2 	2	54.52	0.03	0.28	0.12	1.02	0.90265	0.98252
ENSMUSG00000073002	Vamp5	vesicle-associated membrane protein 5 	2	64.3	0.03	0.23	0.12	1.02	0.90206	0.98252
ENSMUSG00000024691	Fam111a	family with sequence similarity 111, member A 	2	95.91	0.02	0.2	0.13	1.02	0.90039	0.98252
ENSMUSG00000019838	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10 	2	98.58	-0.03	0.25	-0.12	0.98	0.90053	0.98252
ENSMUSG00000112328	Gm47325	predicted gene, 47325 	2	107.03	-0.02	0.19	-0.13	0.98	0.89827	0.98252
ENSMUSG00000116069	Gm49510	predicted gene, 49510 	2	116.58	0.06	0.45	0.12	1.04	0.90147	0.98252
ENSMUSG00000035239	Neu3	neuraminidase 3 	2	114.25	-0.03	0.2	-0.13	0.98	0.8986	0.98252
ENSMUSG00000048856	Slc25a47	solute carrier family 25, member 47 	2	123.01	-0.02	0.17	-0.13	0.99	0.89798	0.98252
ENSMUSG00000039358	Drd5	dopamine receptor D5 	2	128.78	0.02	0.18	0.13	1.02	0.89962	0.98252
ENSMUSG00000042195	Slc35f2	solute carrier family 35, member F2 	2	137.88	-0.02	0.16	-0.13	0.99	0.89997	0.98252
ENSMUSG00000031323	Dmrtc1a	DMRT-like family C1a 	2	155.02	0.03	0.23	0.13	1.02	0.89799	0.98252
ENSMUSG00000027954	Efna1	ephrin A1 	2	162.74	0.02	0.14	0.12	1.01	0.90235	0.98252
ENSMUSG00000032374	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 	2	165.38	-0.02	0.16	-0.13	0.99	0.89962	0.98252
ENSMUSG00000038060	Dlec1	deleted in lung and esophageal cancer 1 	2	203.66	0.04	0.33	0.13	1.03	0.8956	0.98252
ENSMUSG00000049690	Nckap5	NCK-associated protein 5 	2	201.29	-0.02	0.19	-0.13	0.98	0.90037	0.98252
ENSMUSG00000001555	Fkbp10	FK506 binding protein 10 	2	209.97	0.02	0.14	0.13	1.01	0.89675	0.98252
ENSMUSG00000045657	Pcdhb10	protocadherin beta 10 	2	211.75	0.02	0.14	0.13	1.01	0.8958	0.98252
ENSMUSG00000079177	Fam228a	family with sequence similarity 228, member A 	2	211.04	-0.02	0.13	-0.12	0.99	0.90222	0.98252
ENSMUSG00000090877	Hspa1b	heat shock protein 1B 	2	237.33	0.12	0.9	0.13	1.08	0.89641	0.98252
ENSMUSG00000054717	Hmgb2	high mobility group box 2 	2	234.6	0.04	0.29	0.13	1.03	0.8987	0.98252
ENSMUSG00000062031	Pgghg	protein glucosylgalactosylhydroxylysine glucosidase 	2	234.91	0.02	0.15	0.13	1.01	0.89887	0.98252
ENSMUSG00000028933	Xrcc2	X-ray repair complementing defective repair in Chinese hamster cells 2 	2	239.12	0.02	0.12	0.13	1.01	0.89721	0.98252
ENSMUSG00000017756	Slc12a7	solute carrier family 12, member 7 	2	265.48	0.03	0.21	0.12	1.02	0.90249	0.98252
ENSMUSG00000020956	Dtd2	D-tyrosyl-tRNA deacylase 2 	2	282.02	-0.02	0.14	-0.13	0.99	0.89779	0.98252
ENSMUSG00000027552	E2f5	E2F transcription factor 5 	2	331.96	-0.01	0.1	-0.13	0.99	0.89798	0.98252
ENSMUSG00000033467	Crlf2	cytokine receptor-like factor 2 	2	350.43	0.02	0.16	0.12	1.01	0.90157	0.98252
ENSMUSG00000037752	Xkr8	X-linked Kx blood group related 8 	2	351.11	0.03	0.2	0.13	1.02	0.89708	0.98252
ENSMUSG00000021694	Ercc8	excision repaiross-complementing rodent repair deficiency, complementation group 8 	2	373.18	-0.01	0.11	-0.13	0.99	0.89836	0.98252
ENSMUSG00000096822	Olfr344	olfactory receptor 344 	2	396.41	0.02	0.15	0.12	1.01	0.90261	0.98252
ENSMUSG00000031879	Ciao2b	cytosolic iron-sulfur assembly component 2B 	2	427.01	0.01	0.11	0.12	1.01	0.90115	0.98252
ENSMUSG00000047003	Zfp41	zinc finger protein 41 	2	458.99	0.01	0.1	0.12	1.01	0.90196	0.98252
ENSMUSG00000014980	Tsen15	tRNA splicing endonuclease subunit 15 	2	490.36	-0.01	0.1	-0.13	0.99	0.89631	0.98252
ENSMUSG00000028158	Mttp	microsomal triglyceride transfer protein 	2	501.29	0.02	0.16	0.13	1.01	0.89632	0.98252
ENSMUSG00000002486	Tchp	trichoplein, keratin filament binding 	2	497.36	-0.01	0.1	-0.13	0.99	0.90004	0.98252
ENSMUSG00000032194	Kank2	KN motif and ankyrin repeat domains 2 	2	535.06	-0.01	0.1	-0.13	0.99	0.8993	0.98252
ENSMUSG00000032288	Imp3	IMP3, U3 small nucleolar ribonucleoprotein 	2	582.38	-0.01	0.1	-0.13	0.99	0.89896	0.98252
ENSMUSG00000021906	Oxnad1	oxidoreductase NAD-binding domain containing 1 	2	582.45	-0.02	0.14	-0.13	0.99	0.89492	0.98252
ENSMUSG00000117183	Gm20008	predicted gene, 20008 	2	669.32	0.02	0.19	0.13	1.02	0.89843	0.98252
ENSMUSG00000005150	Wdr83	WD repeat domain containing 83 	2	725.04	0.01	0.1	0.12	1.01	0.90221	0.98252
ENSMUSG00000002767	Mrpl2	mitochondrial ribosomal protein L2 	2	723.06	-0.02	0.13	-0.13	0.99	0.89759	0.98252
ENSMUSG00000030588	Yif1b	Yip1 interacting factor homolog B (S. cerevisiae) 	2	738.05	0.01	0.07	0.13	1.01	0.8955	0.98252
ENSMUSG00000062075	Lmnb2	lamin B2 	2	741.73	0.01	0.08	0.12	1.01	0.90234	0.98252
ENSMUSG00000006641	Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6 	2	769.51	-0.02	0.15	-0.12	0.99	0.90073	0.98252
ENSMUSG00000092607	Scnm1	sodium channel modifier 1 	2	796.44	0.01	0.08	0.12	1.01	0.90259	0.98252
ENSMUSG00000034263	Ints14	integrator complex subunit 14 	2	807.14	-0.01	0.07	-0.12	0.99	0.90122	0.98252
ENSMUSG00000025484	Bet1l	Bet1 golgi vesicular membrane trafficking protein like 	2	855.37	0.01	0.1	0.12	1.01	0.90091	0.98252
ENSMUSG00000023051	Tarbp2	TARBP2, RISC loading complex RNA binding subunit 	2	884.23	-0.01	0.07	-0.13	0.99	0.89558	0.98252
ENSMUSG00000047412	Zbtb44	zinc finger and BTB domain containing 44 	2	897.34	-0.01	0.1	-0.13	0.99	0.89747	0.98252
ENSMUSG00000028789	Azin2	antizyme inhibitor 2 	2	899.21	-0.01	0.09	-0.13	0.99	0.89632	0.98252
ENSMUSG00000061650	Med9	mediator complex subunit 9 	2	921.74	-0.01	0.07	-0.12	0.99	0.90243	0.98252
ENSMUSG00000020133	2310011J03Rik	RIKEN cDNA 2310011J03 gene 	2	941.89	0.01	0.07	0.13	1.01	0.90018	0.98252
ENSMUSG00000000148	Brat1	BRCA1-associated ATM activator 1 	2	1053.15	0.01	0.08	0.13	1.01	0.89655	0.98252
ENSMUSG00000026037	Orc2	origin recognition complex, subunit 2 	2	1060.71	0.01	0.09	0.12	1.01	0.90087	0.98252
ENSMUSG00000046668	Cxxc5	CXXC finger 5 	2	1132.53	-0.01	0.1	-0.13	0.99	0.89621	0.98252
ENSMUSG00000004393	Ddx56	DEAD box helicase 56 	2	1141.4	-0.01	0.06	-0.12	0.99	0.90242	0.98252
ENSMUSG00000051951	Xkr4	X-linked Kx blood group related 4 	2	1161.77	0.02	0.14	0.13	1.01	0.89633	0.98252
ENSMUSG00000032911	Cspg4	chondroitin sulfate proteoglycan 4 	2	1183.7	0.01	0.08	0.13	1.01	0.89682	0.98252
ENSMUSG00000002428	Hltf	helicase-like transcription factor 	2	1189.69	-0.01	0.06	-0.13	1	0.89862	0.98252
ENSMUSG00000040824	Snrpd2	small nuclear ribonucleoprotein D2 	2	1205.35	-0.01	0.08	-0.13	0.99	0.89862	0.98252
ENSMUSG00000035673	Sbno2	strawberry notch 2 	2	1236.92	0.01	0.07	0.12	1.01	0.90071	0.98252
ENSMUSG00000069520	Tmem19	transmembrane protein 19 	2	1267.95	-0.01	0.09	-0.13	0.99	0.89577	0.98252
ENSMUSG00000005813	Metap1	methionyl aminopeptidase 1 	2	1327.08	-0.01	0.08	-0.12	0.99	0.90158	0.98252
ENSMUSG00000019235	Rps6kl1	ribosomal protein S6 kinase-like 1 	2	1342.97	0.01	0.07	0.13	1.01	0.89718	0.98252
ENSMUSG00000069495	Epc2	enhancer of polycomb homolog 2 	2	1437.04	0.01	0.09	0.13	1.01	0.90029	0.98252
ENSMUSG00000026309	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C 	2	1459.68	0.01	0.05	0.13	1	0.89946	0.98252
ENSMUSG00000020961	Ston2	stonin 2 	2	1505.28	0.01	0.08	0.13	1.01	0.89804	0.98252
ENSMUSG00000027712	Anxa5	annexin A5 	2	1630.07	0.01	0.1	0.13	1.01	0.89956	0.98252
ENSMUSG00000038212	Mfsd14b	major facilitator superfamily domain containing 14B 	2	1722.82	0.01	0.07	0.13	1.01	0.89984	0.98252
ENSMUSG00000033623	Pcgf3	polycomb group ring finger 3 	2	1752.55	0.02	0.13	0.13	1.01	0.89854	0.98252
ENSMUSG00000040488	Ltbp4	latent transforming growth factor beta binding protein 4 	2	1785.17	-0.02	0.14	-0.12	0.99	0.90266	0.98252
ENSMUSG00000038026	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9 	2	1813.71	-0.02	0.13	-0.13	0.99	0.89696	0.98252
ENSMUSG00000015804	Med28	mediator complex subunit 28 	2	1921.26	0.01	0.07	0.13	1.01	0.89856	0.98252
ENSMUSG00000020993	Trappc6b	trafficking protein particle complex 6B 	2	1922.08	-0.01	0.07	-0.13	0.99	0.89561	0.98252
ENSMUSG00000025423	Pias2	protein inhibitor of activated STAT 2 	2	2021.09	0.01	0.06	0.13	1.01	0.89746	0.98252
ENSMUSG00000022193	Psmb5	proteasome (prosome, macropain) subunit, beta type 5 	2	2107.71	-0.01	0.06	-0.13	0.99	0.89605	0.98252
ENSMUSG00000019977	Hbs1l	Hbs1-like (S. cerevisiae) 	2	2176.83	0.01	0.07	0.13	1.01	0.89588	0.98252
ENSMUSG00000049323	Smcr8	Smith-Magenis syndrome chromosome region, candidate 8 homolog (human) 	2	2213.72	-0.01	0.05	-0.13	1	0.89746	0.98252
ENSMUSG00000030691	Fchsd2	FCH and double SH3 domains 2 	2	2330.07	-0.01	0.06	-0.13	0.99	0.89488	0.98252
ENSMUSG00000021681	Aggf1	angiogenic factor with G patch and FHA domains 1 	2	2398.41	0.01	0.07	0.13	1.01	0.89859	0.98252
ENSMUSG00000039782	Cpeb2	cytoplasmic polyadenylation element binding protein 2 	2	2432.26	0.01	0.1	0.13	1.01	0.89957	0.98252
ENSMUSG00000024052	Lpin2	lipin 2 	2	2480.2	0.01	0.08	0.13	1.01	0.89554	0.98252
